REId,name_short,v_empty_pp,v_full_pp,phi_losses,phi_nonctrl,phi_capex_adj,phi_cable,sum_phi,residual_vs_current_pp
REL00025,Degerfors Energi,0.5510978415231405,0.3631858951665956,-0.21728493753834416,-0.11041462193759158,0.07191640601433291,0.067871207105058,-0.18791194635654485,-0.44890215847685955
REL00029,Övertorneå Energi,-0.30556811777679993,0.41933789193902005,0.16288503842344368,0.19316738182072096,0.2792954538668605,0.08955813560479474,0.7249060097158199,-1.3055681177768
REL00030,Eksjö Elnät,-0.43162308554863804,0.601291763240952,-0.021749108113823058,0.9987168693398264,-0.0341171562192664,0.09006424378285303,1.03291484878959,-1.431623085548638
REL00031,Emmaboda Elnät,1.1789134117491828,1.7687882401849153,-0.2529784084827328,1.0472233737068328,0.017617505213659197,-0.2219876420020269,0.5898748284357324,0.17891341174918285
REL00033,Halmstads Energi,-0.43162308554863804,-0.4318594304211887,0.0037307955974730245,-0.1031967667325902,0.008786041299024827,0.09044358496354173,-0.00023634487255062842,-1.431623085548638
REL00035,Eskilstuna Energi,0.007617176510144041,-0.1702999122069171,-0.02816520170746406,-0.24928711410630391,0.010328794595783813,0.08920643250092304,-0.17791708871706108,-0.992382823489856
REL00037,Falbygdens Energi,1.6746934252111823,1.5404433758991365,-0.02939907033252716,-0.25064967645659536,0.13718681675838523,0.008611880718691529,-0.13425004931204573,-0.14976668464581389
REL00038,Falkenberg Energi,0.12825135968532742,0.26001493694285394,-0.12491564179099578,0.5268244930202374,-0.22578459167872006,-0.04436068229299503,0.1317635772575265,-0.8717486403146726
REL00040,Filipstad Energi,1.7272302908156068,1.2235674357197857,-0.05800372452984629,-0.42051433881234257,-0.07026597832557138,0.04512118657193919,-0.5036628550958211,-0.09722981904138939
REL00043,Gislaved Energi,-0.25140291656797764,-0.2569060034103843,0.009099871733965944,-0.09000731226542769,0.04854731219731308,0.026857041491742024,-0.005503086842406645,-1.2514029165679776
REL00049,Grästorps Energi,1.120513581324567,0.41990707161247975,-0.0054983880881468855,-0.73873067032586,0.08850074978866694,-0.04487820108674729,-0.7006065097120873,0.12051358132456702
REL00062,Göteborg Energi,-0.43162308554863804,-0.4318594304211887,-0.00021353227237600868,-0.10714109460243924,0.016682733734849076,0.09043554826741554,-0.0002363448725506423,-1.431623085548638
REL00064,Habo Kraft,1.3705408658547746,1.4716645825566088,0.006880710297907374,0.19263015627628183,-0.0478152237221067,-0.05057192615024834,0.10112371670183418,-0.4122006126836104
REL00067,Hallstaviks Elverk,-0.43162308554863804,1.3284347058846846,-0.02765995502870729,1.4395718527448116,0.25840045064847994,0.08974544306873852,1.7600577914333229,-1.431623085548638
REL00072,Herrljunga Elektriska,-0.2070940722219694,0.6574847384069216,-0.02390705944638009,0.7098498239149024,0.10391389941712033,0.07472214674324831,0.864578810628891,-1.2070940722219694
REL00074,Hjärtums Elförening,0.6691845972409238,0.6167558122133654,0.20919463914283823,-0.23076005027770258,-0.10644414359124257,0.0755807696985485,-0.05242878502755842,-0.33081540275907617
REL00075,Hofors Elverk,0.09507356368008146,-0.4318594304211887,0.03553923915104451,-0.6083690917514057,0.013525351551241236,0.03237150694784992,-0.52693299410127,-0.9049264363199185
REL00077,Härnösand Elnät,1.0882257940408646,0.8218108494908671,0.04087648305946546,-0.603553750443873,0.21111604279791157,0.08514628003649846,-0.2664149445499976,-0.4050732476817085
REL00078,Härryda Energi,1.8244601098569957,1.782519230780899,0.0024185554972485273,-0.07816897555679898,0.022631962713030397,0.011177578270423389,-0.04194087907609667,-4.440892098500626e-16
REL00080,Höganäs Energi,0.8322890723276632,1.0914069773880541,0.1623894008318712,0.03659296963683205,0.08224509291304323,-0.022109558321355603,0.2591179050603909,-0.16771092767233675
REL00083,Jukkasjärvi,1.8244601098569957,1.584958251274693,-1.0531014784284295e-05,-0.053696903203864776,0.03843693004509929,-0.224231354408753,-0.23950185858230277,0.3263116299829787
REL00085,Jämtkraft,1.603369066295346,0.8410925112328993,0.059768547753709836,-0.9620097192605703,0.14524752398015206,-0.0052829075357382,-0.7622765550624466,-0.2210910435616502
REL00086,Jönköping Energi,0.45114025413945935,0.30707443162938386,0.08514177401003353,-0.5259428202560978,0.23022214215298042,0.0665130815830084,-0.1440658225100755,-0.5488597458605406
REL00087,Kalmar Energi,-0.18175374433851976,0.02852142060818519,-0.006395305886601012,0.140164031096431,-0.013129465449697914,0.08963590518657287,0.21027516494670495,-1.1817537443385198
REL00090,Karlskoga Elnät,0.904279063085256,0.7422677933585309,0.014568580945811812,-0.24845667918088432,0.06621516156937365,0.005661666938973816,-0.16201126972672503,-0.4212968462030231
REL00091,Affärsverken Karlskrona,1.5229816058431211,1.3783045922578507,-0.05181141729638054,0.06617963458508032,-0.12727870437223193,-0.031766526501738244,-0.1446770135852704,-0.2839343561122698
REL00092,Karlstads Elnät,0.48659520066725026,-0.2014892134551749,-0.03948860111932333,-0.5357630993159852,-0.17995789998942838,0.06712518630231183,-0.688084414122425,-0.5134047993327497
