REId,name_short,req_base_pp,dpp_losses,dkr_losses,dpp_nonctrl,dkr_nonctrl,dpp_capex_adj,dkr_capex_adj,dpp_cable,dkr_cable
REL00576,Härjeåns,0.504472615431828,0.17912559968831232,5922.123453370568,-0.38686641828247215,-12718.296717330122,0.6325608064947197,21008.07917867614,-0.43645669563265876,-14341.489364847928
REL00584,Umeå Energi,1.2170336103131119,0.055840017425290434,2800.4812532663927,-1.7034731370857537,-83951.44664709194,0.21591044095332634,10845.553567843279,-0.12736951968836951,-6376.198018601179
REL00585,Götene Elförening,0.04356856530558506,-0.4485120577770174,-5107.920233543196,-0.5300080920782269,-6031.129167468168,0.1246790524429997,1428.0791198254963,-0.3134433684591653,-3574.5019304793873
REL00590,LKAB Nät,1.7145301750810304,-0.9011755893451934,-1393.9700704541542,-0.886478656212164,-1371.4361633145982,-0.6863371024020459,-1063.9141404920638,-0.6322583153425487,-980.6104388447286
REL00594,VänerEnergi,0.5780943040792463,0.046385062607856575,548.0213009904983,0.06342193428541254,749.4325504396875,-0.04654665791534729,-549.4211377479187,0.04464147954572617,527.4123823547579
REL00824,Skellefteå Kraft,-0.43162308554863804,0.026679593077205688,1560.1487273380408,-0.054816441224003754,-3202.8967560002166,0.04605501151337954,2693.6925378265223,0.16174828239505779,9471.40354094221
REL00885,Gävle Energi,0.21309400539275547,-0.35727722527461037,-11573.945444364823,-0.4084102213944951,-13223.63550303431,-0.07247898167117572,-2354.6357119206805,0.045035157345729715,1464.7824974519099
REL00886,Kraftringen,1.0911372029145605,0.10017310415215697,10406.428034949087,0.2734193929418316,28453.00681520265,0.04432658412640844,4602.285972049431,-0.13525427805829437,-14017.955641945722
REL00899,Kvänumbygdens Energi,-0.43162308554863804,0.026679593077205688,238.2556931381664,-0.054816441224003754,-489.12541046829983,0.04605501151337954,411.36307805474235,0.16174828239505779,1446.4107018109448
REL00904,Öresundskraft,0.46376988533280983,0.0768391097943022,6527.97863749542,0.36744578819944973,31307.532088970293,0.054445549674264626,4624.467779359598,0.14618075938794828,12427.594159608365
REL00936,Njudung Vetlanda,0.3764603704092373,0.0518698239101667,415.90499176315416,0.22609747055790663,1816.060446840277,0.22201152364054177,1783.1685742265663,0.03405112795960008,272.98175524048656
REL00937,Tranås Energi,1.3141738550962012,0.056315366494930075,520.5330950242424,-0.30288922376768834,-2789.686928535537,0.20875557722317417,1932.489832103789,0.07132458012315546,659.3642744575682
REL00938,Hedemora Elnät,1.6706777604449385,-0.014755271606348153,-172.16104461418217,-0.042859295197850145,-499.93284200344715,-0.02412657122567996,-281.4770085288401,0.03731260420130056,435.5795557893762
